No,ID,Bölüm,Üniversite,Yıl,Puan Türü,Açıklama,İl,Tür,Sıralama (2024),Sıralama (2023),Sıralama (2022),Sıralama (2021),Sıralama (2020),Sıralama (2019),Sıralama (2018),Sıralama (2017),Sıralama (2016),Sıralama (2015),Kontenjan (2024),Kontenjan (2023),Kontenjan (2022),Kontenjan (2021),Kontenjan (2020),Kontenjan (2019),Kontenjan (2018),Kontenjan (2017),Kontenjan (2016),Kontenjan (2015),Toplam Tercih (2023),Toplam Tercih (2022),Toplam Tercih (2021),Toplam Tercih (2020),"Yerleşen (E, 2023)","Yerleşen (K, 2023)","Yerleşen (Mzn, 2023)","Yerleşen (E, 2022)","Yerleşen (K, 2022)","Yerleşen (Mzn, 2022)","Yerleşen (E, 2021)","Yerleşen (K, 2021)","Yerleşen (Mzn, 2021)"
1,203910699,Tıp,KOÇ ÜNİVERSİTESİ,6,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,45,43,75,92,48,108,84,48,69,84,6,7,8,8,14,14,15,15,15,15,523,453,399,516,6,3,0,3,5,0,8,0,0
2,203110477,Tıp,İSTANBUL MEDİPOL ÜNİVERSİTESİ,6,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,50,30,70,51,37,77,56,134,3526,4193,10,10,10,10,10,10,10,10,10,10,269,253,254,261,3,7,0,6,4,0,7,3,0
3,203910275,Ekonomi,KOÇ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,104,82,200,95,267,171,181,562,324,564,16,16,19,16,16,12,11,11,14,14,725,575,502,478,15,5,1,15,4,3,11,5,1
4,203910363,Bilgisayar Mühendisliği,KOÇ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,141,98,156,221,398,281,207,244,949,603,15,16,16,15,15,9,8,7,10,6,1300,1359,1,989,18,1,1,14,2,0,12,3,0
5,200110071,Tıp,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,6,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,214,71,357,320,178,320,511,730,1960,2779,5,6,40,40,20,20,30,30,35,40,316,299,302,321,5,2,0,21,19,2,26,14,0
6,205110144,Yönetim Bilimleri Programları,SABANCI ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,260,330,524,397,563,776,769,2054,2148,2998,27,27,30,30,24,15,14,15,14,15,780,667,581,602,18,13,8,22,8,8,22,8,7
7,203910309,İşletme,KOÇ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,278,172,286,328,584,237,283,614,731,1449,21,21,24,21,21,14,14,13,14,14,789,756,663,667,19,6,2,17,7,3,19,2,2
8,202110408,Bilgisayar Mühendisliği,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),ANKARA,VAKIF,292,242,350,432,603,722,916,1208,1794,1775,42,42,45,45,45,45,50,50,50,50,1531,1545,1,1296,34,12,4,33,12,0,38,7,0
9,202111106,Hukuk,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),ANKARA,VAKIF,310,271,329,359,251,125,142,150,156,151,21,21,24,24,24,16,20,20,20,20,640,682,488,571,15,10,2,12,12,6,8,16,2
10,202110205,İktisat,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),ANKARA,VAKIF,315,477,970,1002,802,826,1010,4968,2771,3781,18,18,21,21,21,14,20,20,20,20,835,646,448,493,17,5,4,13,8,3,14,7,7
11,203110035,Tıp,İSTANBUL MEDİPOL ÜNİVERSİTESİ,6,SAYISAL,(Burslu),İSTANBUL,VAKIF,368,250,1292,559,444,942,510,3884,4013,3819,23,23,21,18,17,11,11,11,11,11,444,274,258,379,15,12,1,11,10,4,11,7,0
12,203910399,Elektrik-Elektronik Mühendisliği,KOÇ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,389,297,383,390,426,415,221,110,578,381,13,14,16,15,15,9,11,8,16,10,575,460,513,489,12,5,1,12,4,0,14,1,1
13,205110074,Sanat ve Sosyal Bilimler Programları,SABANCI ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,404,478,672,844,738,933,963,1944,1400,2050,27,27,30,30,23,16,16,18,17,16,750,709,572,621,19,11,7,19,11,5,22,8,8
14,202110241,Psikoloji,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),ANKARA,VAKIF,414,491,742,654,659,915,1040,1587,1479,1627,10,10,12,12,12,10,10,10,10,10,483,527,344,476,4,9,3,0,12,3,3,9,2
15,104010052,Hukuk,GALATASARAY ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Fransızca),İSTANBUL,DEVLET,427,340,164,213,91,89,98,127,88,65,35,35,35,25,25,25,25,26,25,26,1118,1289,1,1557,19,17,1,14,22,5,14,12,1
16,202110426,Elektrik-Elektronik Mühendisliği,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),ANKARA,VAKIF,450,480,811,797,791,614,637,592,711,416,42,42,45,45,45,45,50,50,50,50,1080,819,817,760,35,11,0,37,8,3,40,5,1
17,203910796,Hukuk,KOÇ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),İSTANBUL,VAKIF,474,239,132,207,190,110,61,111,150,126,18,18,20,19,19,13,12,11,20,14,584,672,600,738,8,14,0,13,7,1,12,7,1
18,202110383,İşletme,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),ANKARA,VAKIF,515,654,977,1294,1001,1040,1110,4344,2359,3157,23,23,27,27,27,20,20,20,20,20,948,888,589,662,14,14,8,16,11,5,22,5,9
19,102210214,İktisat,BOĞAZİÇİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),İSTANBUL,DEVLET,526,557,662,667,657,749,830,2356,1650,2098,90,90,100,100,100,100,105,108,105,108,1721,1852,2,1867,49,47,16,67,36,22,78,25,14
20,205411015,Tıp,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,6,SAYISAL,(Burslu),ANKARA,VAKIF,537,374,523,1839,1787,2003,1520,1429,335,941,7,6,7,6,6,10,10,10,10,10,248,249,214,262,3,5,0,4,3,0,4,2,1
21,203910054,Fizik,KOÇ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,559,69,430,1100,1101,1822,2070,3760,6540,12600,5,4,4,8,8,8,8,8,8,8,248,217,191,180,4,1,0,1,3,1,7,1,0
22,102210223,İşletme,BOĞAZİÇİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),İSTANBUL,DEVLET,607,541,509,519,489,542,628,1538,828,1070,95,90,100,100,100,100,105,103,100,103,2425,2804,2,2723,51,45,19,61,42,27,57,46,14
23,203910133,Psikoloji,KOÇ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,631,433,715,523,728,930,422,422,716,910,11,13,15,13,12,8,7,6,6,6,516,586,430,606,3,13,3,4,11,5,3,10,0
24,203910336,Uluslararası İlişkiler,KOÇ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,656,302,436,577,860,461,495,714,1012,0,10,12,15,14,13,9,8,10,14,10,348,341,344,332,5,10,2,9,6,2,7,7,0
25,203910169,Sosyoloji,KOÇ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,672,163,455,889,1210,1894,859,856,2740,1430,2,2,4,5,5,5,4,4,5,4,140,138,167,180,3,0,0,3,1,2,2,3,0
26,204810334,Ekonomi,ÖZYEĞİN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,681,814,1278,930,847,1168,1200,6459,4823,5675,6,6,6,6,5,3,3,3,4,3,341,234,173,231,5,2,3,4,2,4,2,4,4
27,205410283,Hukuk,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),ANKARA,VAKIF,689,658,689,599,439,398,208,343,179,213,15,14,16,15,15,11,10,10,10,10,403,397,271,384,8,9,3,9,7,2,5,10,1
28,203910424,Endüstri Mühendisliği,KOÇ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,762,495,693,757,1126,816,739,831,1416,843,15,15,16,15,15,10,9,9,13,9,686,584,642,487,9,9,2,11,5,1,11,4,0
29,202110286,Uluslararası İlişkiler,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),ANKARA,VAKIF,765,829,1589,1921,1607,1274,2320,4217,2701,0,18,18,21,21,21,14,20,20,20,20,631,506,357,345,8,12,6,11,10,5,8,13,3
30,204810476,Yönetim Bilişim Sistemleri,ÖZYEĞİN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,777,765,973,1351,1573,3272,9060,17134,18795,21626,5,5,5,4,3,2,2,2,2,2,316,379,308,396,3,3,4,4,1,4,4,0,2
31,102270077,Yönetim Bilişim Sistemleri,BOĞAZİÇİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),İSTANBUL,DEVLET,838,795,1025,1350,1553,2688,7780,21841,11000,14400,60,55,55,65,65,65,65,67,65,62,2575,1866,1,1716,27,32,16,40,17,18,50,17,25
32,204810016,İşletme,ÖZYEĞİN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,879,970,1340,1500,1063,1209,1890,8766,11131,8346,9,9,10,10,9,6,6,6,9,9,440,423,286,345,9,1,2,7,3,3,6,4,3
33,108410336,Bilgisayar Mühendisliği,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),ANKARA,DEVLET,953,716,878,1048,1178,1488,2170,2726,3470,3424,110,105,105,105,105,105,110,113,110,108,3377,4436,4,3767,82,26,5,83,25,10,92,16,4
34,205410071,İşletme,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),ANKARA,VAKIF,976,1343,2012,2819,2826,1521,1930,6338,3412,5184,7,7,8,7,7,5,6,6,6,10,499,408,229,225,6,3,3,3,5,2,3,4,3
35,205410053,İktisat,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),ANKARA,VAKIF,980,1430,2708,4928,4082,2271,2320,8430,8105,12072,6,6,6,10,10,10,5,6,6,10,511,380,211,203,5,2,3,4,2,4,6,4,4
36,102210277,Bilgisayar Mühendisliği,BOĞAZİÇİ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,1006,775,315,327,342,429,622,735,1133,858,105,100,90,90,85,80,80,82,80,77,2860,4083,4,3346,74,29,7,78,15,3,87,6,1
37,205410389,Uluslararası Girişimcilik,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),ANKARA,VAKIF,1028,1711,1908,2860,1619,7142,13000,14733,18479,18722,2,2,2,2,2,2,2,3,4,4,101,88,53,119,2,1,1,0,2,0,1,1,1
38,204810228,Hukuk,ÖZYEĞİN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),İSTANBUL,VAKIF,1092,1584,1389,1533,1199,876,865,1694,2789,1852,13,20,26,28,30,20,20,20,20,20,387,466,342,360,9,14,4,10,16,6,18,10,1
39,204811014,Uluslararası Finans,ÖZYEĞİN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,1143,1292,1867,2395,1742,2060,5140,22337,12192,0,4,4,4,4,3,2,2,2,2,,161,136,84,102,5,0,3,3,1,4,3,1,2
40,102270070,Uluslararası Ticaret,BOĞAZİÇİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),İSTANBUL,DEVLET,1166,1123,1457,1914,2197,4553,14700,54052,15000,15600,55,50,55,65,65,65,65,67,65,62,1699,1259,1,1738,31,23,13,38,19,24,41,26,23
41,202111115,Hukuk,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(%50 İndirimli),ANKARA,VAKIF,1191,1262,1689,1612,1106,1410,868,1296,665,841,10,10,16,16,16,26,20,20,20,20,239,276,231,273,3,7,0,8,8,3,7,9,0
42,203910115,Matematik,KOÇ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,1233,316,660,605,1649,2410,2380,2825,4897,6826,4,4,4,10,10,10,10,10,10,10,186,186,163,184,3,2,1,4,0,0,8,2,1
43,102270035,Hukuk,BOĞAZİÇİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,,İSTANBUL,DEVLET,1241,1284,1741,0,,,,,,,60,60,70,,,,,,,,1795,5365,0,,25,37,10,43,29,16,0,0,0
44,104810626,Tıp,HACETTEPE ÜNİVERSİTESİ,6,SAYISAL,(İngilizce),ANKARA,DEVLET,1241,1089,1482,957,871,904,792,723,590,758,175,170,170,160,160,160,170,175,170,175,2136,1748,2,1824,77,98,12,89,86,17,85,79,4
45,205110117,Mühendislik ve Doğa Bilimleri Programları,SABANCI ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,1291,1436,1054,1316,1604,1507,1340,1928,2340,1970,81,81,85,75,71,46,33,32,32,28,1311,1343,1,1156,72,14,9,62,23,7,61,14,7
46,111610025,Tıp,İSTANBUL ÜNİVERSİTESİ- CERRAHPAŞA,6,SAYISAL,(İngilizce),,,1306,884,716,495,419,313,400,454,364,448,65,60,60,50,50,50,50,72,77,77,1135,1407,1,1496,28,34,1,32,30,5,35,17,1
47,105510608,Bilgisayar Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,1340,1147,1179,1821,2454,2580,3670,4926,4095,4178,105,100,110,110,110,110,115,118,50,52,3592,5074,4,4118,83,20,8,96,17,14,103,10,12
48,102210232,Siyaset Bilimi ve Uluslararası İlişkiler,BOĞAZİÇİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),İSTANBUL,DEVLET,1365,1180,1128,1137,992,1044,1210,1945,0,1860,90,85,90,90,90,90,90,93,90,93,1401,1553,1,1653,40,51,19,54,39,23,50,43,14
49,104010079,İşletme,GALATASARAY ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Fransızca),İSTANBUL,DEVLET,1390,1270,1448,1574,1379,1321,1460,5759,3196,4448,30,30,30,30,30,30,30,26,20,21,1096,1053,782,1021,19,13,5,17,14,11,16,15,6
50,203910487,Makine Mühendisliği,KOÇ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,1392,1151,1658,1420,2103,1021,1180,915,1921,1335,9,10,14,13,12,9,8,7,10,6,394,315,411,275,12,1,1,13,1,1,12,1,1
51,204890046,Uluslararası Ticaret ve İşletmecilik,ÖZYEĞİN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,1417,1387,1746,2260,2647,0,,,,,12,12,13,13,12,,,,,,262,263,244,458,7,6,7,8,5,4,7,6,4
52,203910557,Moleküler Biyoloji ve Genetik,KOÇ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,1421,796,571,1088,1609,3287,2850,3082,6603,7355,3,4,5,5,4,5,5,5,8,8,294,364,325,366,1,5,1,3,2,1,2,3,0
53,104010061,İktisat,GALATASARAY ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Fransızca),İSTANBUL,DEVLET,1446,1319,1663,1965,1665,1669,1920,6008,4558,5115,30,30,30,30,30,30,30,26,20,21,975,868,658,777,22,10,10,19,12,12,22,9,6
54,204810273,Psikoloji,ÖZYEĞİN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,1455,1135,1388,2464,2128,1680,3320,4611,5430,7029,9,9,11,11,12,8,8,8,8,8,333,445,286,368,4,8,0,1,10,3,3,8,3
55,108410203,İktisat,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),ANKARA,DEVLET,1511,1715,2604,4251,3533,4966,8610,14319,12380,13927,90,90,90,90,90,90,90,93,90,103,1975,1745,1,1457,52,43,28,53,40,34,52,41,21
56,108410212,İşletme,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),ANKARA,DEVLET,1520,1527,2017,2581,2616,3090,3920,9611,8471,9623,70,80,80,90,90,90,90,93,90,113,2166,1853,1,1600,39,44,27,51,31,30,46,47,31
57,206111969,Hukuk,YEDİTEPE ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),İSTANBUL,VAKIF,1561,1662,991,939,819,595,499,1269,408,725,15,15,16,16,17,15,18,18,18,18,247,375,275,284,7,9,2,8,8,7,12,4,3
58,108410239,İşletme,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (UOLP-Suny Binghamton) (%50 İndirimli),ANKARA,DEVLET,1568,2468,3497,5763,15111,16544,28600,7942,2393,10367,1,1,1,1,1,1,1,1,1,1,52,34,19,21,1,0,1,1,0,0,0,1,0
59,108410354,Elektrik-Elektronik Mühendisliği,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),ANKARA,DEVLET,1601,1913,2094,2505,2575,2214,2260,2306,2402,1987,170,180,195,195,195,195,195,200,195,200,2518,2460,2,2469,147,38,13,142,58,25,176,24,23
60,105511051,Ekonomi,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),İSTANBUL,DEVLET,1607,1803,2785,5476,4622,9212,15500,17165,14088,14847,35,40,40,60,60,60,60,62,50,41,1479,1450,981,1443,21,21,10,30,11,15,39,23,20
61,105690587,Hukuk,İSTANBUL ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(UOLP-Hamburg Üniversitesi) (Ücretli),İSTANBUL,DEVLET,1620,1414,933,602,444,880,-1,-1,-1,-1,10,10,10,10,10,10,-1,-1,-1,-1,92,120,117,176,4,6,1,4,6,0,7,3,1
62,204810731,Uluslararası İlişkiler,ÖZYEĞİN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,1658,1812,2102,3186,3121,2023,3950,6083,14615,0,6,7,7,7,7,4,5,5,5,6,171,202,119,133,0,8,4,1,6,3,3,4,2
63,202110268,Siyaset Bilimi ve Kamu Yönetimi,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),ANKARA,VAKIF,1671,1939,3136,4607,3966,2542,7180,10197,7201,0,18,18,21,21,21,14,20,20,20,20,581,412,294,279,10,11,8,10,11,10,9,12,3
64,202110444,Endüstri Mühendisliği,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),ANKARA,VAKIF,1676,1660,2192,2690,3134,3170,3460,3927,3867,3853,42,42,45,45,45,45,50,50,50,50,1161,980,847,772,30,16,3,29,16,7,27,18,6
65,204810237,Girişimcilik,ÖZYEĞİN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,1720,1719,2425,2733,2996,7028,25000,25209,25400,27200,3,3,3,3,3,2,2,2,2,2,117,84,61,110,2,2,3,2,1,0,2,1,0
66,204810176,Bilgisayar Mühendisliği,ÖZYEĞİN ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,1728,1534,1326,1871,2662,2983,4130,6004,8257,9172,8,9,10,10,10,6,6,6,6,5,626,747,683,650,8,4,3,7,3,1,8,2,0
67,105590133,Yapay Zeka ve Veri Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,1763,1665,1686,2861,4201,0,,,,,30,30,40,40,40,,,,,,1512,1878,2,10287,28,3,6,38,3,7,34,7,6
68,102210171,Psikoloji,BOĞAZİÇİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),İSTANBUL,DEVLET,1774,1406,1316,1553,1165,1084,1150,1902,1323,1230,70,70,80,90,90,90,90,93,70,52,2324,2830,2,2499,12,62,12,15,67,17,28,65,16
69,205410114,Bilgisayar Mühendisliği,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,4,SAYISAL,(Burslu),ANKARA,VAKIF,1806,1511,1578,2059,2868,3540,4250,5031,6219,7997,13,13,15,15,15,15,15,15,15,15,943,1020,761,743,12,4,3,6,9,1,12,3,3
70,104010097,Uluslararası İlişkiler,GALATASARAY ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Fransızca),İSTANBUL,DEVLET,1815,1522,1890,2386,1919,1880,2100,4010,2534,0,35,30,30,30,30,30,30,26,20,21,761,842,596,729,14,18,7,10,21,8,17,14,8
71,102210286,Elektrik-Elektronik Mühendisliği,BOĞAZİÇİ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,1861,1669,1143,1047,714,533,496,450,530,373,90,90,90,90,80,80,80,82,80,77,1496,1717,2,1671,69,24,5,80,13,6,79,14,5
72,105510326,İşletme,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (UOLP-Suny New Paltz) (%50 İndirimli),İSTANBUL,DEVLET,1878,3330,3969,6943,13507,7750,16000,11703,12526,16386,1,1,1,1,1,1,1,1,1,1,84,75,50,66,0,1,0,1,0,0,1,0,1
73,206190353,Ekonomi,YEDİTEPE ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,1900,1990,2929,6429,8603,22248,-1,-1,-1,-1,7,6,6,6,5,3,-1,-1,-1,-1,233,332,241,259,4,3,3,4,2,1,4,2,1
74,104810617,Tıp,HACETTEPE ÜNİVERSİTESİ,6,SAYISAL,,ANKARA,DEVLET,1938,1754,2290,1817,1600,1509,1440,1339,1078,1245,230,220,220,210,210,200,210,216,200,195,3923,3410,3,3528,109,117,12,101,125,40,122,94,18
75,205411112,Siyaset Bilimi ve Uluslararası İlişkiler,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),ANKARA,VAKIF,1996,2353,3894,6903,3687,5087,9860,9218,10600,,7,7,8,7,7,5,6,6,6,,273,229,125,193,6,2,3,7,1,4,4,3,0
76,202190182,Grafik Tasarımı,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),ANKARA,VAKIF,2030,3523,1563,4440,4247,0,,,,,4,4,5,5,5,,,,,,191,227,141,215,2,4,1,3,2,1,4,1,3
77,102210295,Endüstri Mühendisliği,BOĞAZİÇİ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,2054,1784,1448,1617,1263,1206,1240,1127,1011,647,75,70,80,80,70,70,65,67,65,62,1831,2151,2,1828,37,35,4,46,36,8,56,26,9
78,203910036,Felsefe,KOÇ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,2081,643,1205,1681,2723,4639,10300,3357,7941,10596,6,6,8,8,8,8,8,8,8,8,150,119,133,168,3,4,3,4,4,6,5,3,1
79,202110877,Makine Mühendisliği,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),ANKARA,VAKIF,2083,2562,2813,3594,3795,2811,2980,3133,3886,3993,26,26,27,27,27,27,30,25,25,25,652,600,535,467,25,4,7,22,5,3,21,6,6
80,203910451,Kimya-Biyoloji Mühendisliği,KOÇ ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (Burslu),İSTANBUL,VAKIF,2134,1259,2098,2088,2638,2016,2520,2561,2033,4484,4,4,8,6,6,4,4,5,4,4,173,162,134,144,2,4,0,4,4,1,4,2,1
81,206190547,Yönetim Bilişim Sistemleri,YEDİTEPE ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,2145,2255,,,,,,,,,13,11,,,,,,,,,617,,,,10,2,8,,,,,,
82,108410275,Uluslararası İlişkiler,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),ANKARA,DEVLET,2150,2267,3923,7436,5098,7927,12700,12011,11816,0,75,70,80,80,80,80,75,77,75,77,1669,1677,1,1424,30,43,23,38,44,28,38,44,28
83,108410178,Psikoloji,ORTA DOĞU TEKNİK ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce),ANKARA,DEVLET,2157,1954,2770,4963,2610,2772,3440,4589,4613,4670,60,60,90,100,100,100,100,93,80,82,2019,2312,1,1769,13,51,14,15,78,28,27,76,28
84,204811032,Havacılık Yönetimi,ÖZYEĞİN ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,2231,4056,16098,25771,28724,37062,44700,36158,35772,0,6,5,5,6,6,4,4,4,4,,145,126,86,160,2,4,3,2,3,2,1,5,4
85,205410989,Psikoloji,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Burslu),ANKARA,VAKIF,2274,2134,3269,6152,3351,2848,4180,3953,2494,2513,9,9,10,9,9,5,5,5,5,5,400,418,201,254,3,8,4,2,8,3,2,7,3
86,206190456,Uluslararası Finans,YEDİTEPE ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(İngilizce) (Burslu),İSTANBUL,VAKIF,2341,3578,9839,19861,,,,,,,4,5,4,,,,,,,,162,240,0,,6,0,5,2,2,2,0,0,0
87,104010088,Siyaset Bilimi,GALATASARAY ÜNİVERSİTESİ,4,EŞİT AĞIRLIK,(Fransızca),İSTANBUL,DEVLET,2372,2465,2906,3590,3085,3773,6860,8266,0,6530,35,30,30,30,30,30,30,26,20,21,610,532,394,610,15,17,11,14,17,10,15,16,7
88,105510626,Elektronik ve Haberleşme Mühendisliği,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,SAYISAL,(İngilizce),İSTANBUL,DEVLET,2387,2601,2580,3248,3785,3470,4480,5564,5300,5262,50,60,60,60,60,60,60,62,60,52,1237,1402,1,1380,56,6,6,47,15,11,52,10,10
89,202110735,Bilgisayar Mühendisliği,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,4,SAYISAL,(İngilizce) (%50 İndirimli),ANKARA,VAKIF,2391,2364,1879,2273,2967,3756,4500,4892,5865,7333,35,35,35,35,35,35,25,20,20,20,395,718,611,629,27,8,4,28,7,5,29,6,3
